row_id,short_title,long_title
7998,Opn cerebell lac-concuss,"Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified"
7999,Brain laceration NEC,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness"
8000,Brain lacer NEC w/o coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness"
8001,Brain lac NEC-brief coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
8002,Brain lacer NEC-mod coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
8003,Brain lac NEC-proln coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level"
8004,Brain lac NEC-deep coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
8005,Brain lacer NEC-coma NOS,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration"
8006,Brain lacer NEC-concuss,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified"
8007,Brain lac NEC w open wnd,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness"
8008,Opn brain lacer w/o coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness"
8009,Opn brain lac-brief coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness"
8010,Longitudinal defic foot,"Longitudinal deficiency, tarsals or metatarsals, complete or partial (with or without incomplete phalangeal deficiency)"
8011,Longitud defic phalanges,"Longitudinal deficiency, phalanges, complete or partial"
8012,Reduct deform limb NOS,"Reduction deformities, unspecified limb"
8013,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
8014,Cl skl vlt fx/br inj NEC,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
8015,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
8016,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
8017,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
8018,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8019,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8020,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
8021,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
8022,Opn skull vault fracture,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness"
8023,Opn skul vlt fx w/o coma,"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
8024,Opn skul vlt fx-brf coma,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
8025,Opn skul vlt fx-mod coma,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
8026,Opn skl vlt fx-proln com,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8027,Opn skl vlt fx-deep coma,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8028,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
8029,Op skl vlt fx-concus NOS,"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
8030,Opn skl vlt fx/cereb lac,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
8031,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
8032,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
8033,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
8034,Opn skl vlt fx-proln com,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8035,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8036,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
8037,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified"
8038,Opn skl vlt fx/menin hem,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
8039,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
8040,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
8041,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
8042,Opn skl vlt fx-proln com,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8043,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8044,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
8045,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified"
8046,Opn skull vlt fx/hem NEC,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
8047,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
8048,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
8049,Ant disloc hip NEC-open,Other open anterior dislocation of hip
8050,Tear med menisc knee-cur,"Tear of medial cartilage or meniscus of knee, current"
8051,Tear lat menisc knee-cur,"Tear of lateral cartilage or meniscus of knee, current"
8052,Tear meniscus NEC-curren,"Other tear of cartilage or meniscus of knee, current"
8053,Dislocat patella-closed,"Dislocation of patella, closed"
8054,Dislocation patella-open,"Dislocation of patella, open"
8055,Dislocat knee NOS-closed,"Dislocation of knee, unspecified, closed"
8056,Ant disloc prox tibia-cl,"Anterior dislocation of tibia, proximal end, closed"
8057,Post disl prox tibia-cl,"Posterior dislocation of tibia, proximal end, closed"
8058,Med disloc prox tibia-cl,"Medial dislocation of tibia, proximal end, closed"
8059,Lat disloc prox tibia-cl,"Lateral dislocation of tibia, proximal end, closed"
8060,Dislocat knee NEC-closed,"Other dislocation of knee, closed"
8061,Dislocat knee NOS-open,"Dislocation of knee, unspecified, open"
8062,Ant disl prox tibia-open,"Anterior dislocation of tibia, proximal end, open"
8063,Post disl prox tibia-opn,"Posterior dislocation of tibia, proximal end, open"
8064,Med disl prox tibia-open,"Medial dislocation of tibia, proximal end, open"
8065,Lat disl prox tibia-open,"Lateral dislocation of tibia, proximal end, open"
8066,Dislocat knee NEC-open,"Other dislocation of knee, open"
8067,Dislocation ankle-closed,Closed dislocation of ankle
8068,Dislocation ankle-open,Open dislocation of ankle
8069,Dislocat foot NOS-closed,"Closed dislocation of foot, unspecified"
8070,Disloc tarsal NOS-closed,"Closed dislocation of tarsal (bone), joint unspecified"
8071,Disloc midtarsal-closed,Closed dislocation of midtarsal (joint)
8072,Disloc tarsometatars-cl,Closed dislocation of tarsometatarsal (joint)
8073,Disloc metatarsal NOS-cl,"Closed dislocation of metatarsal (bone), joint unspecified"
8074,Disl metatarsophalang-cl,Closed dislocation of metatarsophalangeal (joint)
8075,Disl interphalan foot-cl,"Closed dislocation of interphalangeal (joint), foot"
8076,Dislocat foot NEC-closed,"Closed dislocation of foot, other"
8077,Dislocat foot NOS-open,"Open dislocation of foot, unspecified"
8078,Disloc tarsal NOS-open,"Open dislocation of tarsal (bone), joint unspecified"
8079,Disloc midtarsal-open,Open dislocation of midtarsal (joint)
8080,Disl tarsometatarsal-opn,Open dislocation of tarsometatarsal (joint)
8081,Disl metatarsal NOS-open,"Open dislocation of metatarsal (bone), joint unspecified"
8082,Disloc metatarsophal-opn,Open dislocation of metatarsophalangeal (joint)
8083,Dis interphalan foot-opn,"Open dislocation of interphalangeal (joint), foot"
8084,Dislocat foot NEC-open,"Open dislocation of foot, other"
8085,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
8086,Disloc 1st cerv vert-cl,"Closed dislocation, first cervical vertebra"
8087,Disloc 2nd cerv vert-cl,"Closed dislocation, second cervical vertebra"
8088,Disloc 3rd cerv vert-cl,"Closed dislocation, third cervical vertebra"
8089,Disloc 4th cerv vert-cl,"Closed dislocation, fourth cervical vertebra"
8090,Disloc 5th cerv vert-cl,"Closed dislocation, fifth cervical vertebra"
8091,Disloc 6th cerv vert-cl,"Closed dislocation, sixth cervical vertebra"
8092,Disloc 7th cerv vert-cl,"Closed dislocation, seventh cervical vertebra"
8093,Disloc mult cerv vert-cl,"Closed dislocation, multiple cervical vertebrae"
8094,Disloc cerv vert NOS-opn,"Open dislocation, cervical vertebra, unspecified"
8095,Disloc lst cerv vert-opn,"Open dislocation, first cervical vertebra"
8096,Disloc 2nd cerv vert-opn,"Open dislocation, second cervical vertebra"
8097,Disloc 3rd cerv vert-opn,"Open dislocation, third cervical vertebra"
8098,Disloc 4th cerv vert-opn,"Open dislocation, fourth cervical vertebra"
8099,Disloc 5th cerv vert-opn,"Open dislocation, fifth cervical vertebra"
8100,Disloc 6th cerv vert-opn,"Open dislocation, sixth cervical vertebra"
8101,Disloc 7th cerv vert-opn,"Open dislocation, seventh cervical vertebra"
8102,Disloc mlt cerv vert-opn,"Open dislocation, multiple cervical vertebrae"
8103,Dislocat lumbar vert-cl,"Closed dislocation, lumbar vertebra"
8104,Disloc thoracic vert-cl,"Closed dislocation, thoracic vertebra"
8105,Dislocat lumbar vert-opn,"Open dislocation, lumbar vertebra"
8106,Disloc thoracic vert-opn,"Open dislocation, thoracic vertebra"
8107,Dislocat vertebra NOS-cl,"Closed dislocation, vertebra, unspecified site"
8108,Sebaceous gland dis NEC,Other specified diseases of sebaceous glands
8109,Sebaceous gland dis NOS,Unspecified disease of sebaceous glands
8110,"Pressure ulcer, site NOS","Pressure ulcer, unspecified site"
8111,"Pressure ulcer, elbow","Pressure ulcer, elbow"
8112,"Pressure ulcer, upr back","Pressure ulcer, upper back"
8113,"Pressure ulcer, low back","Pressure ulcer, lower back"
8114,"Pressure ulcer, hip","Pressure ulcer, hip"
8115,"Pressure ulcer, buttock","Pressure ulcer, buttock"
8116,"Pressure ulcer, ankle","Pressure ulcer, ankle"
8117,"Pressure ulcer, heel","Pressure ulcer, heel"
8118,"Pressure ulcer, site NEC","Pressure ulcer, other site"
8119,Ulcer of lower limb NOS,"Ulcer of lower limb, unspecified"
8120,Ulcer of thigh,Ulcer of thigh
8121,Ulcer of calf,Ulcer of calf
8122,Ulcer of ankle,Ulcer of ankle
8123,Ulcer of heel & midfoot,Ulcer of heel and midfoot
8124,Ulcer other part of foot,Ulcer of other part of foot
8125,Ulcer oth part low limb,Ulcer of other part of lower limb
8126,"Pressure ulcer,stage NOS","Pressure ulcer, unspecified stage"
8127,"Pressure ulcer, stage I","Pressure ulcer, stage I"
8128,"Pressure ulcer, stage II","Pressure ulcer, stage II"
8129,"Pressure ulcer,stage III","Pressure ulcer, stage III"
8130,"Pressure ulcer, stage IV","Pressure ulcer, stage IV"
8131,"Pressure ulcer,unstagebl","Pressure ulcer, unstageable"
8132,Chronic skin ulcer NEC,Chronic ulcer of other specified sites
8133,Chronic skin ulcer NOS,Chronic ulcer of unspecified site
8134,Allergic urticaria,Allergic urticaria
8135,Idiopathic urticaria,Idiopathic urticaria
8136,Urticaria from cold/heat,Urticaria due to cold and heat
8137,Dermatographic urticaria,Dermatographic urticaria
8138,Vibratory urticaria,Vibratory urticaria
8139,Cholinergic urticaria,Cholinergic urticaria
8140,Urticaria NEC,Other specified urticaria
8141,Urticaria NOS,"Urticaria, unspecified"
8142,"Dyschromia, unspecified","Dyschromia, unspecified"
8143,Vitiligo,Vitiligo
8144,Other dyschromia,Other dyschromia
8145,Vascular disord of skin,Vascular disorders of skin
8146,Scar & fibrosis of skin,Scar conditions and fibrosis of skin
8147,Degenerative skin disord,Degenerative skin disorders
8148,Foreign body granul-skin,Foreign body granuloma of skin and subcutaneous tissue
8149,Skin disorders NEC,Other specified disorders of skin
8150,Skin disorder NOS,Unspecified disorder of skin and subcutaneous tissue
8151,Syst lupus erythematosus,Systemic lupus erythematosus
8152,Systemic sclerosis,Systemic sclerosis
8153,Sicca syndrome,Sicca syndrome
8154,Dermatomyositis,Dermatomyositis
8155,Polymyositis,Polymyositis
8156,Eosinophilia myalgia snd,Eosinophilia myalgia syndrome
8157,Diff connect tis dis NEC,Other specified diffuse diseases of connective tissue
8158,Diff connect tis dis NOS,Unspecified diffuse connective tissue disease
8159,Pyogen arthritis-unspec,"Pyogenic arthritis, site unspecified"
8160,Pyogen arthritis-shlder,"Pyogenic arthritis, shoulder region"
8161,Pyogen arthritis-up/arm,"Pyogenic arthritis, upper arm"
8162,Pyogen arthritis-forearm,"Pyogenic arthritis, forearm"
8163,Pyogen arthritis-hand,"Pyogenic arthritis, hand"
8164,Pyogen arthritis-pelvis,"Pyogenic arthritis, pelvic region and thigh"
8165,Pyogen arthritis-l/leg,"Pyogenic arthritis, lower leg"
8166,Pyogen arthritis-ankle,"Pyogenic arthritis, ankle and foot"
8167,Pyogen arthritis NEC,"Pyogenic arthritis, other specified sites"
8168,Pyogen arthritis-mult,"Pyogenic arthritis, multiple sites"
8169,Reiter arthritis-unspec,"Arthropathy associated with Reiter's disease and nonspecific urethritis, site unspecified"
8170,Reiter arthritis-shlder,"Arthropathy associated with Reiter's disease and nonspecific urethritis, shoulder region"
8171,Reiter arthritis-up/arm,"Arthropathy associated with Reiter's disease and nonspecific urethritis, upper arm"
8172,Reiter arthritis-forearm,"Arthropathy associated with Reiter's disease and nonspecific urethritis, forearm"
8173,Reiter arthritis-hand,"Arthropathy associated with Reiter's disease and nonspecific urethritis, hand"
8174,Reiter arthritis-pelvis,"Arthropathy associated with Reiter's disease and nonspecific urethritis, pelvic region and thigh"
8175,Reiter arthritis-l/leg,"Arthropathy associated with Reiter's disease and nonspecific urethritis, lower leg"
8176,Reiter arthritis-ankle,"Arthropathy associated with Reiter's disease and nonspecific urethritis, ankle and foot"
8177,Reiter arthritis NEC,"Arthropathy associated with Reiter's disease and nonspecific urethritis, other specified sites"
8178,Reiter arthritis-mult,"Arthropathy associated with Reiter's disease and nonspecific urethritis, multiple sites"
8179,Behcet arthritis-unspec,"Arthropathy in Behcet's syndrome, site unspecified"
8180,Behcet arthritis-shlder,"Arthropathy in Behcet's syndrome, shoulder region"
8181,Upper limb anomaly NOS,Unspecified anomaly of upper limb
8182,Cong deformity-clavicle,Congenital deformity of clavicle
8183,Cong elevation-scapula,Congenital elevation of scapula
8184,Radioulnar synostosis,Radioulnar synostosis
8185,Madelung's deformity,Madelung's deformity
8186,Acrocephalosyndactyly,Acrocephalosyndactyly
8187,Accessory carpal bones,Accessory carpal bones
8188,Macrodactylia (fingers),Macrodactylia (fingers)
8189,Congenital cleft hand,"Cleft hand, congenital"
8190,Upper limb anomaly NEC,"Other anomalies of upper limb, including shoulder girdle"
8191,Lower limb anomaly NOS,Unspecified anomaly of lower limb
8192,Congenital coxa valga,"Coxa valga, congenital"
8193,Congenital coxa vara,"Coxa vara, congenital"
8194,Cong hip deformity NEC,Other congenital deformity of hip (joint)
8195,Cong knee deformity,Congenital deformity of knee (joint)
8196,Macrodactylia of toes,Macrodactylia of toes
8197,Anomalies of toes NEC,Other anomalies of toes
8198,Anomalies of foot NEC,"Anomalies of foot, not elsewhere classified"
8199,Lower limb anomaly NEC,"Other anomalies of lower limb, including pelvic girdle"
8200,Congen limb anomaly NEC,Other specified anomalies of unspecified limb
8201,Congen limb anomaly NOS,Unspecified anomaly of unspecified limb
8202,Anomal skull/face bones,Anomalies of skull and face bones
8203,Anomaly of spine NOS,"Anomaly of spine, unspecified"
8204,Lumbosacr spondylolysis,"Spondylolysis, lumbosacral region"
8205,Spondylolisthesis,Spondylolisthesis
8206,Cong absence of vertebra,"Absence of vertebra, congenital"
8207,Hemivertebra,Hemivertebra
8208,Congen fusion of spine,"Fusion of spine (vertebra), congenital"
8209,Klippel-feil syndrome,Klippel-Feil syndrome
8210,Spina bifida occulta,Spina bifida occulta
8211,Anomaly of spine NEC,Other anomalies of spine
8212,Cervical rib,Cervical rib
8213,Rib & sternum anomal NEC,Other anomalies of ribs and sternum
8214,Chondrodystrophy,Chondrodystrophy
8215,Osteodystrophy NOS,"Congenital osteodystrophy, unspecified"
8216,Osteogenesis imperfecta,Osteogenesis imperfecta
8217,Osteopetrosis,Osteopetrosis
8218,Osteopoikilosis,Osteopoikilosis
8219,Polyostotic fibros dyspl,Polyostotic fibrous dysplasia of bone
8220,Chondroectoderm dysplas,Chondroectodermal dysplasia
8221,Mult epiphyseal dysplas,Multiple epiphyseal dysplasia
8222,Osteodystrophy NEC,Other osteodystrophies
8223,Anomalies of diaphragm,Anomalies of diaphragm
8224,Congn anoml abd wall NOS,"Anomaly of abdominal wall, unspecified"
8225,Prune belly syndrome,Prune belly syndrome
8226,Omphalocele,Omphalocele
8227,Gastroschisis,Gastroschisis
8228,Congn anoml abd wall NEC,Other congenital anomalies of abdominal wall
8229,Absence of muscle/tendon,Absence of muscle and tendon
8230,Accessory muscle,Accessory muscle
8231,Ehlers-danlos syndrome,Ehlers-Danlos syndrome
8232,Soft tissue anomaly NEC,"Other specified anomalies of muscle, tendon, fascia, and connective tissue"
8233,Musculoskel anom NEC/NOS,Other and unspecified anomalies of musculoskeletal system
8234,Hereditary edema of legs,Hereditary edema of legs
8235,Ichthyosis congenita,Ichthyosis congenita
8236,Dermatoglyphic anomalies,Dermatoglyphic anomalies
8237,Cong ectodermal dysplas,Congenital ectodermal dysplasia
8238,Vascular hamartomas,Vascular hamartomas
8239,Cong skin pigment anomal,Congenital pigmentary anomalies of skin
8240,Skin anomaly NEC,Other specified anomalies of skin
8241,Hair anomalies NEC,Specified anomalies of hair
8242,Nail anomalies NEC,Specified anomalies of nails
8243,Cong breast anomaly NEC,Specified congenital anomalies of breast
8244,Oth integument anomalies,Other specified anomalies of the integument
8245,Integument anomaly NOS,Unspecified congenital anomaly of the integument
8246,Down's syndrome,Down's syndrome
8247,Patau's syndrome,Patau's syndrome
8248,Edwards' syndrome,Edwards' syndrome
8249,Cri-du-chat syndrome,Cri-du-chat syndrome
8250,Velo-cardio-facial synd,Velo-cardio-facial syndrome
8251,Microdeletions NEC,Other microdeletions
8252,Autosomal deletions NEC,Other autosomal deletions
8253,Balance autosom transloc,Balanced autosomal translocation in normal individual
8254,Autosomal anomalies NEC,Other conditions due to autosomal anomalies
8255,Gonadal dysgenesis,Gonadal dysgenesis
8256,Klinefelter's syndrome,Klinefelter's syndrome
8257,Oth cond due to sex chrm,Other conditions due to sex chromosome anomalies
8258,Oth con d/t chrm anm NEC,Other conditions due to chromosome anomalies
8259,Chromosome anomaly NOS,Conditions due to anomaly of unspecified chromosome
8260,Anomalies of spleen,Anomalies of spleen
8261,Adrenal gland anomaly,Anomalies of adrenal gland
8262,Endocrine anomaly NEC,Anomalies of other endocrine glands
8263,Situs inversus,Situs inversus
8264,Conjoined twins,Conjoined twins
8265,Tuberous sclerosis,Tuberous sclerosis
8266,Hamartoses NEC,"Other hamartoses, not elsewhere classified"
8267,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness"
8268,Opn skl vlt fx-proln com,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8269,Opn skl vlt fx-deep coma,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8270,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration"
8271,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified"
8272,Op skl vlt fx/br inj NEC,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness"
8273,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness"
8274,Opn skul vlt fx-brf coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness"
8275,Opn skul vlt fx-mod coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
8276,Opn skl vlt fx-proln com,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8277,Op skul vlt fx-deep coma,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8278,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
8279,Op skl vlt fx-concus NOS,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified"
8280,Clos skull base fracture,"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness"
8281,Cl skul base fx w/o coma,"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness"
8282,Cl skul base fx-brf coma,"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness"
8283,Cl skul base fx-mod coma,"Closed fracture of base of skull without mention of intra cranial injury, with moderate [1-24 hours] loss of consciousness"
8284,Cl skl base fx-prol coma,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8285,Cl skl base fx-deep coma,"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8286,Cl skul base fx-coma NOS,"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration"
8287,Cl skull base fx-concuss,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified"
8288,Cl skl base fx/cereb lac,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness"
8289,Cl skul base fx w/o coma,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness"
8290,Cl skul base fx-brf coma,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
8291,Cl skul base fx-mod coma,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
8292,Cl skl base fx-prol coma,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8293,Cl skl base fx-deep coma,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
8294,Cl skul base fx-coma NOS,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
8295,Cl skull base fx-concuss,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified"
8296,Cl skl base fx/menin hem,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
8297,Cl skul base fx w/o coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
8298,Cl skul base fx/brf coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
8299,Cl skul base fx-mod coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
8300,Cl skl base fx-prol coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
8301,Cortex contusion-no coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness"
8302,Cortex contus-brief coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
8303,Traum arthropathy-pelvis,"Traumatic arthropathy, pelvic region and thigh"
8304,Traum arthropathy-l/leg,"Traumatic arthropathy, lower leg"
8305,Traum arthropathy-ankle,"Traumatic arthropathy, ankle and foot"
8306,Traum arthropathy NEC,"Traumatic arthropathy, other specified sites"
8307,Traum arthropathy-mult,"Traumatic arthropathy, multiple sites"
8308,Allerg arthritis-unspec,"Allergic arthritis, site unspecified"
8309,Allerg arthritis-shlder,"Allergic arthritis, shoulder region"
8310,Allerg arthritis-up/arm,"Allergic arthritis, upper arm"
8311,Allerg arthritis-forearm,"Allergic arthritis, forearm"
8312,Allerg arthritis-hand,"Allergic arthritis, hand"
8313,Allerg arthritis-pelvis,"Allergic arthritis, pelvic region and thigh"
8314,Allerg arthritis-l/leg,"Allergic arthritis, lower leg"
8315,Allerg arthritis-ankle,"Allergic arthritis, ankle and foot"
8316,Allerg arthritis NEC,"Allergic arthritis, other specified sites"
8317,Allerg arthritis-mult,"Allergic arthritis, multiple sites"
8318,Climact arthritis-unspec,"Climacteric arthritis, site unspecified"
8319,Climact arthritis-shlder,"Climacteric arthritis, shoulder region"
8320,Climact arthritis-up/arm,"Climacteric arthritis, upper arm"
8321,Climact arthrit-forearm,"Climacteric arthritis, forearm"
8322,Climact arthritis-hand,"Climacteric arthritis, hand"
8323,Climact arthritis-pelvis,"Climacteric arthritis, pelvic region and thigh"
8324,Climact arthritis-l/leg,"Climacteric arthritis, lower leg"
8325,Climact arthritis-ankle,"Climacteric arthritis, ankle and foot"
8326,Climact arthritis NEC,"Climacteric arthritis, other specified sites"
8327,Climact arthritis-mult,"Climacteric arthritis, multiple sites"
8328,Trans arthropathy-unspec,"Transient arthropathy, site unspecified"
8329,Trans arthropathy-shlder,"Transient arthropathy, shoulder region"
8330,Trans arthropathy-up/arm,"Transient arthropathy, upper arm"
8331,Trans arthropath-forearm,"Transient arthropathy, forearm"
8332,Trans arthropathy-hand,"Transient arthropathy, hand"
8333,Trans arthropathy-pelvis,"Transient arthropathy, pelvic region and thigh"
8334,Trans arthropathy-l/leg,"Transient arthropathy, lower leg"
8335,Trans arthropathy-ankle,"Transient arthropathy, ankle and foot"
8336,Trans arthropathy NEC,"Transient arthropathy, other specified sites"
8337,Trans arthropathy-mult,"Transient arthropathy, multiple sites"
8338,Polyarthritis NOS-unspec,"Unspecified polyarthropathy or polyarthritis, site unspecified"
8339,Polyarthritis NOS-shlder,"Unspecified polyarthropathy or polyarthritis, shoulder region"
8340,Polyarthritis NOS-up/arm,"Unspecified polyarthropathy or polyarthritis, upper arm"
